p
"(:OntologyClass:NeedsReview {name: cab81-18-d, source: learned_from_dataset, uri: https://example.org/ontology#cab81-18-d})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output voltage pin, source: learned_from_dataset, uri: https://example.org/ontology#output voltage pin})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: overall width w/o lead protrusion (kinked lead), source: learned_from_dataset, uri: https://example.org/ontology#overall width w/o lead protrusion (kinked lead)})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: overcurrent protection, source: learned_from_dataset, uri: https://example.org/ontology#overcurrent protection})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: overcurrent protection, source: learned_from_dataset, uri: https://example.org/ontology#overcurrent protection})-[:PARTOF]->(:OntologyClass {name: ElectricalCircuit})"
"(:OntologyClass:NeedsReview {name: overload recovery time, source: learned_from_dataset, uri: https://example.org/ontology#overload recovery time})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: p package, source: learned_from_dataset, uri: https://example.org/ontology#p package})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: overall width w/o lead protrusion (straight lead), source: learned_from_dataset, uri: https://example.org/ontology#overall width w/o lead protrusion (straight lead)})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: overall width w/o lead protrusion (straight lead), source: learned_from_dataset, uri: https://example.org/ontology#overall width w/o lead protrusion (straight lead)})-[:RELATEDTO]->(:OntologyClass {name: manufacturing process})"
"(:OntologyClass:NeedsReview {name: overall width w/o lead protrusion (straight lead), source: learned_from_dataset, uri: https://example.org/ontology#overall width w/o lead protrusion (straight lead)})-[:HASPROPERTY]->(:OntologyClass {name: electrical specifications})"
"(:OntologyClass:NeedsReview {name: ozone depleting substances (odss), source: learned_from_dataset, uri: https://example.org/ontology#ozone depleting substances (odss)})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ozone depleting substances (odss), source: learned_from_dataset, uri: https://example.org/ontology#ozone depleting substances (odss)})-[:RELATEDTO]->(:OntologyClass {name: Environmental issue})"
"(:OntologyClass:NeedsReview {name: pa u6, source: learned_from_dataset, uri: https://example.org/ontology#pa u6})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: pa/lna block diagram, source: learned_from_dataset, uri: https://example.org/ontology#pa/lna block diagram})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: p.o. box 199, source: learned_from_dataset, uri: https://example.org/ontology#p.o. box 199})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: p.o. box 199, source: learned_from_dataset, uri: https://example.org/ontology#p.o. box 199})-[:PROVIDEDBY]->(:OntologyClass {name: Postal service})"
"(:OntologyClass:NeedsReview {name: mrf24j40md/me module rf, source: learned_from_dataset, uri: https://example.org/ontology#mrf24j40md/me module rf})-[:SUBCLASS_OF]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: mrf24j40md/me module rf, source: learned_from_dataset, uri: https://example.org/ontology#mrf24j40md/me module rf})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: mrf24j40md/me module rf, source: learned_from_dataset, uri: https://example.org/ontology#mrf24j40md/me module rf})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: mrf24j40md/me module rf, source: learned_from_dataset, uri: https://example.org/ontology#mrf24j40md/me module rf})-[:ASSOCIATEDWITH]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: mrf24j40md/me module rf, source: learned_from_dataset, uri: https://example.org/ontology#mrf24j40md/me module rf})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: mrf24j40md/me module rf, source: learned_from_dataset, uri: https://example.org/ontology#mrf24j40md/me module rf})-[:USES]->(:OntologyClass {name: Antenna, source: Baseline, uri: https://schema.org/Antenna})"
"(:OntologyClass:NeedsReview {name: mrf24j40md/me module rf, source: learned_from_dataset, uri: https://example.org/ontology#mrf24j40md/me module rf})-[:CONTAINS]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: mrf24j40md/me module rf, source: learned_from_dataset, uri: https://example.org/ontology#mrf24j40md/me module rf})-[:INCLUDES]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: mrf24j40md/me module rf, source: learned_from_dataset, uri: https://example.org/ontology#mrf24j40md/me module rf})-[:COMPAREDTO]->(:OntologyClass {name: ChipAntenna, source: Baseline, uri: https://schema.org/ChipAntenna})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:USEDIN]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:USEDIN]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:CONNECTEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:CONNECTEDTO]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:CONNECTEDTO]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:CONNECTEDTO]->(:OntologyClass {name: Inductor, source: Baseline, uri: https://schema.org/Inductor})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:CONNECTEDTO]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:TYPEOF]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: output out2, source: learned_from_dataset, uri: https://example.org/ontology#output out2})-[:TYPEOF]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: pa/lna, source: learned_from_dataset, uri: https://example.org/ontology#pa/lna})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: pa/lna, source: learned_from_dataset, uri: https://example.org/ontology#pa/lna})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: pa/u6, source: learned_from_dataset, uri: https://example.org/ontology#pa/u6})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: pa/u6, source: learned_from_dataset, uri: https://example.org/ontology#pa/u6})-[:ISPARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: package (14 pin), source: learned_from_dataset, uri: https://example.org/ontology#package (14 pin)})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: package (14 pin), source: learned_from_dataset, uri: https://example.org/ontology#package (14 pin)})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: package drawing, source: learned_from_dataset, uri: https://example.org/ontology#package drawing})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: package outline, source: learned_from_dataset, uri: https://example.org/ontology#package outline})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: package materials information, source: learned_from_dataset, uri: https://example.org/ontology#package materials information})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: package materials information, source: learned_from_dataset, uri: https://example.org/ontology#package materials information})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: package outline d0008a, source: learned_from_dataset, uri: https://example.org/ontology#package outline d0008a})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: package outline ddf0008a, source: learned_from_dataset, uri: https://example.org/ontology#package outline ddf0008a})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: pa, source: learned_from_dataset, uri: https://example.org/ontology#pa})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: pa, source: learned_from_dataset, uri: https://example.org/ontology#pa})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: pa, source: learned_from_dataset, uri: https://example.org/ontology#pa})-[:RELATEDTO]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: pa, source: learned_from_dataset, uri: https://example.org/ontology#pa})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: pa, source: learned_from_dataset, uri: https://example.org/ontology#pa})-[:RELATEDTO]->(:OntologyClass {name: ChipAntenna, source: Baseline, uri: https://schema.org/ChipAntenna})"
"(:OntologyClass:NeedsReview {name: pa, source: learned_from_dataset, uri: https://example.org/ontology#pa})-[:BELONGSTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: pa, source: learned_from_dataset, uri: https://example.org/ontology#pa})-[:USES]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: pa, source: learned_from_dataset, uri: https://example.org/ontology#pa})-[:INCLUDES]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: pa, source: learned_from_dataset, uri: https://example.org/ontology#pa})-[:INCLUDES]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: pa, source: learned_from_dataset, uri: https://example.org/ontology#pa})-[:MAYBECONTAINEDIN]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: package (pdip, sc-70, soic, sop, sot-89, sot-23-5), source: learned_from_dataset, uri: https://example.org/ontology#package (pdip, sc-70, soic, sop, sot-89, sot-23-5)})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
